Key,English,Chinese,ChineseTraditional
desc_item_701044,All friendly units in the area become berserk for 5 seconds.,范围内所有友军获得狂暴效果，持续5秒。,範圍內所有友軍獲得狂暴效果，持續5秒。
desc_item_701045,All friendly units in the area become berserk for 5 seconds.,范围内所有友军获得狂暴效果，持续5秒。,範圍內所有友軍獲得狂暴效果，持續5秒。
desc_item_701046,All friendly units in the area become berserk for 5 seconds.,范围内所有友军获得狂暴效果，持续5秒。,範圍內所有友軍獲得狂暴效果，持續5秒。
desc_item_10001,"Zoe, whose cute appearance seems to be able to confuse enemies, the little princess of the Loi tribe, has a mysterious origin.",佐伊，可爱的外表似乎可以迷惑敌人，洛伊部落的小公主，有神秘的身世。,佐伊，可愛的外表似乎可以迷惑敵人，洛伊部落的小公主，有神秘的身世。
desc_item_10002,"Uluru, the most battle-hardened warrior of the horde, was the undisputed first.",乌力鲁，部落中身经百战的精锐才能获得勇士的称号，而他则是毫无争议的第一勇士。,烏力魯，部落中身經百戰的精銳才能獲得勇士的稱號，而他則是毫無爭議的第一勇士。
desc_item_10003,"Vere, the greatest hunter of all time, returns from his hunt with a bag full of gold.",维尔，传闻中的最强猎手，每次出门捕猎都会满载而归。,維爾，傳聞中的最強獵手，每次出門捕獵都會滿載而歸。
desc_item_20001,"Gilman, the ""Priest"", always carried with her an odd sacrificial drum, whose sound she claimed led her to the continent, but no one believed it.",“祭司”吉尔曼总是随身携带着一个古怪的祭祀鼓，她声称是鼓声引导她前往这片大陆，可惜没有人相信这样的说辞。,“祭司”吉爾曼總是隨身攜帶著一個古怪的祭祀鼓，她聲稱是鼓聲引導她前往這片大陸，可惜沒有人相信這樣的說辭。
desc_item_20002,"Hot-tempered lady Saman is worthy of the name of the temper is hot, honest and honest at ordinary times, but on the battlefield she is fierce and strong, with his far more than normal person's body rampaged, incarnation is a fierce fighting machine.",暴躁女士萨曼是名副其实的脾气火爆，战场上的她勇猛强横，凭借着自己远超常人的体型横冲直撞，化身为一台凶悍的战斗机器。,暴躁女士薩曼是名副其實的脾氣火爆，戰場上的她勇猛強橫，憑藉著自己遠超常人的體型橫衝直撞，化身為一臺兇悍的戰鬥機器。
desc_item_20003,"Roman has always been a lone dark knight, cold and heartless beneath his bone mask, like a messenger back from hell, but as long as the black mist reaches the temple, he will lead a devastating charge, exulting in slaughter, crushing all enemies with his iron hooves.",罗门向来都是独来独往的黑暗骑士，骨质面具下的他冷血无情，仿佛从地狱归来的使者，黑雾延伸到神庙之地，铁蹄碾压一切敌人。,羅門向來都是獨來獨往的黑暗騎士，骨質面具下的他冷血無情，仿佛從地獄歸來的使者，黑霧延伸到神廟之地，鐵蹄碾壓一切敵人。
desc_item_30001,"Shana is an elvish warrior born of the Tree of Life. During the horde battle years ago, the elvish hero Snell gathered some of the best elvish archers to form the Silver Crescent Archers, a heavy cavalry regiment that helped kill the Drur horde.",莎娜是诞生于生命之树的精灵族勇士，精灵族召集了最精锐的弓箭手组成了银色新月弓手团，狙杀德鲁尔部落的重骑兵。,莎娜是誕生於生命之樹的精靈族勇士，精靈族召集了最精銳的弓箭手組成了銀色新月弓手團，狙殺德魯爾部落的重騎兵。
desc_item_30002,"Shaman Kuqi er, all day long immersed in their own strange strange collection, his most proud collection is his hand of the red skull, seems to have a different magic.",“萨满”库奇尔，终日沉浸于自己那些奇奇怪怪的收藏中，他最得意的收藏是他手上的血色骷髅，似乎有不一样的魔力。,“薩滿”庫奇爾，終日沉浸於自己那些奇奇怪怪的收藏中，他最得意的收藏是他手上的血色骷髏，似乎有不一樣的魔力。
desc_item_30003,"Ariel, the legendary best hunter, never leaves a hunting trip without returning home loaded.",艾瑞尔，传闻中的最强猎手，每次出门捕猎都会满载而归。,艾瑞爾，傳聞中的最強獵手，每次出門捕獵都會滿載而歸。
desc_item_40001,"The Melee Warrior Shard, the elite warrior of the horde, fights alongside the warrior.",近战勇士碎片，部落中的精锐勇士，跟随勇士一起参加战斗。,近戰勇士碎片，部落中的精銳勇士，跟隨勇士一起參加戰鬥。
desc_item_40002,"Horde warrior Shard, the elite warrior of the horde, accompanies the warrior into battle.",部落勇士碎片，部落中的精锐勇士，跟随勇士一起参加战斗。,部落勇士碎片，部落中的精銳勇士，跟隨勇士一起參加戰鬥。
desc_item_40003,"The Elite Warrior Shard, the elite warrior of the horde, fights alongside the warrior.",精锐勇士碎片，部落中的精锐勇士，跟随勇士一起参加战斗。,精銳勇士碎片，部落中的精銳勇士，跟隨勇士一起參加戰鬥。
desc_item_50001,"Shard of ranged Knight, one of the elite horde knights, joins the horde in battle.",远程骑士碎片，部落中的精锐骑士，跟随骑士一起参加战斗。,遠程騎士碎片，部落中的精銳騎士，跟隨騎士一起參加戰鬥。
desc_item_50002,"Horde knight shard, elite horde knight, accompanies the horde into battle.",部落骑士碎片，部落中的精锐骑士，跟随骑士一起参加战斗。,部落騎士碎片，部落中的精銳騎士，跟隨騎士一起參加戰鬥。
desc_item_50003,"The elite knight shard, the elite knight of the horde, accompanies the knight into battle.",精锐骑士碎片，部落中的精锐骑士，跟随骑士一起参加战斗。,精銳騎士碎片，部落中的精銳騎士，跟隨騎士一起參加戰鬥。
desc_item_60001,"Bow Hunter shard, the elite hunter of the horde, follows the hunter into battle.",弓箭猎手碎片，部落中的精锐猎手，跟随猎手一起参加战斗。,弓箭獵手碎片，部落中的精銳獵手，跟隨獵手一起參加戰鬥。
desc_item_60002,"Horde hunter shard, the elite hunter of the horde, follows the hunter into battle.",部落猎手碎片，部落中的精锐猎手，跟随猎手一起参加战斗。,部落獵手碎片，部落中的精銳獵手，跟隨獵手一起參加戰鬥。
desc_item_60003,"The elite Hunter shard, the elite hunter of the horde, follows the hunter into battle.",精锐猎手碎片，部落中的精锐猎手，跟随猎手一起参加战斗。,精銳獵手碎片，部落中的精銳獵手，跟隨獵手一起參加戰鬥。
desc_attribute_1,Prosperity is the only measure of tribal construction! It increases with every building built,繁荣度可是体现部落建设优劣的唯一标准！每建造一个建筑都会增加哦,繁榮度可是體現部落建設優劣的唯一標準！每建造一個建築都會增加哦
desc_attribute_2,The price can be scaled up,售价可按比例加成,售價可按比例加成
desc_attribute_3,"Artisans work faster, and the time it takes to make equipment is correspondingly shorter",工匠干活更快，制造装备的时间会相应缩短,工匠幹活更快，製造裝備的時間會相應縮短
desc_attribute_4,damage,攻击力,攻擊力
desc_attribute_5,defense,防御力,防禦力
desc_attribute_6,HP,血量,血量
desc_attribute_7,Sunder armor,破甲,破甲
desc_attribute_8,Time per unit output (seconds),单位产出耗时（秒）,單位產出耗時（秒）
desc_attribute_9,Unit output,单位产出量,單位產出量
desc_attribute_10,"If you don't collect it in time, you won't be able to produce it again",到达上限，不及时收取可就不会再产出咯,到達上限，不及時收取可就不會再產出咯
desc_attribute_11,"Only a certain amount of equipment can be stored, and the warehouse can be upgraded and expanded",只能存储一定数量的装备，可以升级仓库扩容,只能存儲一定數量的裝備，可以升級倉庫擴容
desc_attribute_12,The probability of obtaining a higher quality weapon,可以获得更高质量武器的概率,可以獲得更高質量武器的概率
desc_attribute_13,Get the {0} drawing,获得{0}图纸,獲得{0}圖紙
desc_attribute_14,Price increase,售价提高,售價提高
desc_attribute_15,Reduce the corresponding consumption of materials,减少对应消耗材料,減少對應消耗材料
desc_attribute_16,Improve the quality of equipment,提升装备的品质,提升裝備的品質
desc_attribute_17,Item Sale price,物品售卖价格,物品售賣價格
desc_attribute_21,Upper limit for storage of basic materials,基础材料存储上限,基礎材料存儲上限
desc_attribute_22,The upper limit of energy,能量的上限值,能量的上限值
desc_attribute_23,Energy gained from selling equipment,售卖装备时获得的能量,售賣裝備時獲得的能量
str_unlockCondition1,Level {0} is required,需要等级{0}级,需要等級{0}級
str_unlockCondition2,Need to place {0},需要放置{0},需要放置{0}
str_unlockCondition3,Required prosperity {0},需要繁荣度{0},需要繁榮度{0}
str_unlockCondition4,Need to unlock drawing {0},需要解锁图纸{0},需要解鎖圖紙{0}
str_unlockCondition5,Requires camp {0} level,需要营地{0}级,需要營地{0}級
str_lvlupReward0,rewarded,获得奖励,獲得獎勵
str_lvlupReward1,x{0},x{0},x{0}
str_lvlupReward2,The new building,新建筑,新建築
str_lvlupReward3,The new decorations,新装饰物,新裝飾物
str_lvlupReward4,The new drawings,新图纸,新圖紙
str_lvlupReward5,The new hero,新英雄,新英雄
str_lvlupReward6,The new soldiers,新士兵,新士兵
dialogue_1001_1,The boss is really nice!,老板人真不错！,老闆人真不錯！
dialogue_1001_2,You really know how to do business,你可真会做生意~,你可真會做生意~
dialogue_1002_1,I hope there will be no discount on the quality,希望质量不会打折,希望品質不會打折
dialogue_2001_1,There's nothing there!,怎么什么都没有！,怎麼什麼都沒有！
dialogue_2001_2,Is this store going out of business...,这家店是要倒闭了吗...,這家店是要倒閉了嗎...
dialogue_3001_1,Ok... I hope the quality is what you say it is,行吧...希望质量真像你说的一样,行吧...希望品質真像你說的一樣
dialogue_3002_1,Rise in price? If I didn't have to... hum,涨价？要不是我急用...哼,漲價？要不是我急用...哼
dialogue_4001_1,"All right, I'll give it a try",好吧，那我就尝试一下,好吧，那我就嘗試一下
dialogue_4002_1,Is there such a good thing?,原来还有这种好东西？,原來還有這種好東西？
dialogue_5001_1,"Hello, I want to buy something",喂，我要买东西,喂，我要買東西
dialogue_5001_2,Where is everyone?,人都去哪里了？,人都去哪里了？
dialogue_5002_1,I've been waiting so long! (> scrape <),我都等了好久了！（＞︿＜）,我都等了好久了！（＞︿＜）
dialogue_5002_2,You can't even open your store!,你们店还开不开了！,你們店還開不開了！
dialogue_5003_1,I'm craving a roast Suckling pig,好想吃烤乳猪啊,好想吃烤乳豬啊
dialogue_5003_2,It's time to build some muscle,该练练肌肉了,該練練肌肉了
dialogue_5003_3,Who says no to a hunk of muscle?,没人会拒绝肌肉猛男吧？,沒人會拒絕肌肉猛男吧？
dialogue_5003_4,Don't set foot in the woods after dark!,天黑以后不要踏进森林半步！,天黑以後不要踏進森林半步！
dialogue_5003_5,SHH! What do you hear?,嘘，你听是什么声音？,噓，你聽是什麼聲音？
dialogue_5003_6,Drewer is a changed man...,德鲁尔真是今非昔比啊...,德魯爾真是今非昔比啊...
dialogue_5004_1,"Come on, boss",老板，快点儿啊,老闆，快點兒啊
dialogue_5005_1,What else are you thinking about?,你还在考虑什么？,你還在考慮什麼？
dialogue_5006_1,老板，今天有好货吗？,老板，今天有好货吗？,老闆，今天有好貨嗎？
dialogue_5006_2,把最好的都拿出来，我不缺钱,把最好的都拿出来，我不缺钱,把最好的都拿出來，我不缺錢
dialogue_6001_1,It's really hot today...,今天可真热啊...,今天可真熱啊...
dialogue_6001_2,Take a break. I'm dead tired,休息一会儿，累死我了,休息一會兒，累死我了
dialogue_7001_1,Go see what's new,去看看最近有什么新品,去看看最近有什麼新品
dialogue_7001_2,It's time to change gears,是时候换身装备了,是時候換身裝備了
dialogue_7001_3,Fight lost again... Must be bad gear!,打架又输了...肯定是装备不好！,打架又輸了...肯定是裝備不好！
dialogue_8001_1,Get away from me! My fists don't have eyes!,离我远一点，我的拳头可不长眼睛！,離我遠一點，我的拳頭可不長眼睛！
dialogue_8001_2,. Looking at what? Get on with your work!,...看什么看？干你的活去！,...看什麼看？幹你的活去！
